sku,option_pn,pn_type
616012-001,615732-B21,spare
616078-001,655935-B21,spare
617727-001,613431-B21,spare
617824-001,614988-B21,spare
617854-B21,617854-B21,option
617856-B21,617856-B21,option
617858-B21,617858-B21,option
618883-B21,618883-B21,option
619286-001_507127-B21,507127-B21,assembly
619286-001_AP875A,AP875A,assembly
619286-001_652564-B21,652564-B21,assembly
619286-002_581284-B21,581284-B21,assembly
619286-002_AW612A,AW612A,assembly
619286-002_652572-B21,652572-B21,assembly
619286-003_581286-B21,581286-B21,assembly
619286-003_AW611A,AW611A,assembly
619286-003_652583-B21,652583-B21,assembly
619286-004_619291-B21,619291-B21,assembly
619286-004_QR478A,QR478A,assembly
619286-004_652589-B21,652589-B21,assembly
619291-B21,619291-B21,option
619463-001,619291-B21,spare
619488-B21,619488-B21,option
619974-001,619488-B21,spare
620000-B21,620000-B21,option
620197-001,617856-B21,spare
620760-001,614841-B21,spare
620810-001,612207-B21,spare
621024-B21,621024-B21,option
621298-001,621024-B21,spare
621742-001,BS580A,spare
622372-B21,622372-B21,option
622519-001,454146-B21,assembly
622598-002,458928-B21,assembly
624189-B21,624189-B21,option
624192-B21,624192-B21,option
624499-002,BS668A,spare
624591-001,624189-B21,spare
624592-001,624192-B21,spare
624877-001,615095-B21,spare
625030-001_625031-B21,625031-B21,assembly
625030-001_QR479A,QR479A,assembly
625030-001_652766-B21,652766-B21,assembly
625030-002,652757-B21,assembly
625031-B21,625031-B21,option
625034-B21,625034-B21,option
625140-001,625031-B21,spare
625609-B21,625609-B21,option
626162-001,625609-B21,spare
626902-B21,626902-B21,option
627114-001_512547-B21,512547-B21,assembly
627114-001_652605-B21,652605-B21,assembly
627114-002_627117-B21,627117-B21,assembly
627114-002_QR477A,QR477A,assembly
627114-002_652611-B21,652611-B21,assembly
627117-B21,627117-B21,option
627195-001,627117-B21,spare
627632-B21,627632-B21,option
627808-B21,627808-B21,option
627810-B21,627810-B21,option
627812-B21,627812-B21,option
627814-B21,627814-B21,option
628033-B21,628033-B21,option
628059-B21,628059-B21,option
628061-B21,628061-B21,option
628063-B21,628063-B21,option
628065-B21,628065-B21,option
628180-001,628059-B21,spare
628181-001,628063-B21,spare
628182-001,628061-B21,spare
628183-001,628065-B21,spare
628185-001,628033-B21,spare
628974-081,627812-B21,assembly
628974-181,627808-B21,assembly
628975-081,627814-B21,assembly
628975-181,627810-B21,assembly
629135-B21,629135-B21,option
629135-B22,629135-B22,option
629138-B21,629138-B21,option
629142-B21,629142-B21,option
630839-B21,630839-B21,option
631341-B21,631341-B21,option
631465-B21,631465-B21,option
631468-B21,631468-B21,option
631477-B21,631477-B21,option
631487-B21,631487-B21,option
631489-B21,631489-B21,option
631667-B21,631667-B21,option
631670-B21,631670-B21,option
631671-B21,631671-B21,option
631673-B21,631673-B21,option
631674-B21,631674-B21,option
631679-B21,631679-B21,option
631681-B21,631681-B21,option
631884-B21,631884-B21,option
631922-B21,631922-B21,option
632078-B21,632078-B21,option
632080-B21,632080-B21,option
632142-001,632078-B21,spare
632143-001,632080-B21,spare
632202-001,627808-B21,spare
632203-001,627810-B21,spare
632204-001,627812-B21,spare
632205-001,627814-B21,spare
632429-002,QK757A,assembly
632429-003,QK758A,assembly
632430-003,653109-B21,assembly
633410-B21,633410-B21,option
633412-B21,633412-B21,option
633414-B21,633414-B21,option
633416-B21,633416-B21,option
633420-B21,633420-B21,option
633442-B21,633442-B21,option
633444-B21,633444-B21,option
633538-001,631670-B21,spare
633543-001,631681-B21,spare
633680-001,717362-B21,gpn
633680-101,717362-B21,assembly
633962-001,629138-B21,spare
634025-001,629135-B21,spare
634026-001,629142-B21,spare
634970-B21,634970-B21,option
634973-B21,634973-B21,option
634978-B21,634978-B21,option
634983-B21,634983-B21,option
636609-B21,636609-B21,option
636621-B21,636621-B21,option
636623-B21,636623-B21,option
636625-B21,636625-B21,option
636673-B21,636673-B21,option
637066-001,636621-B21,spare
637067-001,636623-B21,spare
637068-001,636625-B21,spare
637077-001,636609-B21,spare
637464-B21,637464-B21,option
638013-B21,638013-B21,option
638015-B21,638015-B21,option
638017-B21,638017-B21,option
638019-B21,638019-B21,option
638021-B21,638021-B21,option
638516-001,507632-B21,assembly
638516-002,628059-B21,assembly
638521-001_AW590A,AW590A,assembly
638521-001_652757-B21,652757-B21,assembly
638521-002_625031-B21,625031-B21,assembly
638521-002_QR479A,QR479A,assembly
638521-002_652766-B21,652766-B21,assembly
638549-001,717362-B21,spare
638859-B21,638859-B21,option
638861-B21,638861-B21,option
638863-B21,638863-B21,option
638878-B21,638878-B21,option
638884-B21,638884-B21,option
639173-001,636673-B21,spare
641027-B21,641027-B21,option
641255-001,641027-B21,spare
641552-001_507127-B21,507127-B21,assembly
641552-001_AP875A,AP875A,assembly
641552-001_652564-B21,652564-B21,assembly
641552-002,652572-B21,assembly
641552-003_AW611A,AW611A,assembly
641552-003_652583-B21,652583-B21,assembly
641552-004_619291-B21,619291-B21,assembly
641552-004_QR478A,QR478A,assembly
641552-004_652589-B21,652589-B21,assembly
643931-001,656362-B21,gpn
643932-001,656363-B21,gpn
643933-001,656364-B21,gpn
643954-101,656362-B21,assembly
643955-201,656363-B21,assembly
643956-101,656364-B21,model
644160-B21,644160-B21,option
644161-B21,644161-B21,option
644161-B22,644161-B22,option
644172-B21,644172-B21,option
647058-001,644172-B21,spare
647274-B21,647274-B21,option
647347-001,647274-B21,spare
647581-B21,647581-B21,option
647586-B21,647586-B21,option
647590-B21,647590-B21,option
647594-B21,647594-B21,option
647646-171,647869-B21,assembly
647647-071,647893-B21,assembly
647647-171,647871-B21,assembly
647648-071,647895-B21,assembly
647648-171,647873-B21,assembly
647649-171,647875-B21,assembly
647650-071,647897-B21,assembly
647650-171,647877-B21,assembly
647651-081,647899-B21,assembly
647651-181,647879-B21,assembly
647652-181,647881-B21,assembly
647653-081,647901-B21,assembly
647653-181,647883-B21,assembly
647654-081,647903-B21,assembly
647654-181,647885-B21,assembly
647656-071,647905-B21,assembly
647657-071,647907-B21,assembly
647658-081,647909-B21,assembly
647869-B21,647869-B21,option
647871-B21,647871-B21,option
647873-B21,647873-B21,option
647875-B21,647875-B21,option
647877-B21,647877-B21,option
647879-B21,647879-B21,option
647881-B21,647881-B21,option
647883-B21,647883-B21,option
647885-B21,647885-B21,option
647893-B21,647893-B21,option
647895-B21,647895-B21,option
647897-B21,647897-B21,option
647899-B21,647899-B21,option
647901-B21,647901-B21,option
647903-B21,647903-B21,option
647905-B21,647905-B21,option
647907-B21,647907-B21,option
647909-B21,647909-B21,option
649108-001,BK835A,spare
649281-B21,649281-B21,option
649282-B21,649282-B21,option
649283-B21,649283-B21,option
649327-001,507614-B21,assembly
649327-002_AW590A,AW590A,assembly
649327-002_652757-B21,652757-B21,assembly
649401-003,507632-B21,assembly
649869-001,647581-B21,spare
649870-001,647590-B21,spare
649871-001,647594-B21,spare
649940-001,647586-B21,spare
650072-B21,650072-B21,option
650761-001,644172-B21,assembly
650926-B21,650926-B21,option
650931-B21,650931-B21,option
650933-B21,650933-B21,option
651281-B21,651281-B21,option
652232-B21,652232-B21,option
652235-B21,652235-B21,option
652238-B21,652238-B21,option
652241-B21,652241-B21,option
652294-001,652232-B21,spare
652295-001,652235-B21,spare
652296-001,652238-B21,spare
652297-001,652241-B21,spare
652497-B21,652497-B21,option
652500-B21,652500-B21,option
652503-B21,652503-B21,option
652564-B21,652564-B21,option
652572-B21,652572-B21,option
652583-B21,652583-B21,option
652589-B21,652589-B21,option
652597-B21,652597-B21,option
652605-B21,652605-B21,option
652611-B21,652611-B21,option
652615-B21,652615-B21,option
652617-001,652615-B21,gpn
652620-B21,652620-B21,option
652625-001_512547-B21,512547-B21,assembly
652625-001_652605-B21,652605-B21,assembly
652625-002_627117-B21,627117-B21,assembly
652625-002_QR477A,QR477A,assembly
652625-002_652611-B21,652611-B21,assembly
652745-B21,652745-B21,option
652749-B21,652749-B21,option
652753-B21,652753-B21,option
652757-B21,652757-B21,option
652766-B21,652766-B21,option
653078-B21,653078-B21,option
653082-B21,653082-B21,option
653105-B21,653105-B21,option
653109-B21,653109-B21,option
653112-B21,653112-B21,option
653118-B21,653118-B21,option
653120-B21,653120-B21,option
653122-B21,653122-B21,option
653124-B21,653124-B21,option
653126-B21,653126-B21,option
653206-B21,653206-B21,option
653208-B21,653208-B21,option
653214-B21,653214-B21,option
653947-001,652753-B21,spare
653948-001,652757-B21,spare
653949-001,652597-B21,spare
653950-001,652605-B21,spare
653951-001,652615-B21,spare
653952-001,652620-B21,spare
653953-001,652745-B21,spare
653954-001,652749-B21,spare
653955-001,652564-B21,spare
653956-001,652572-B21,spare
653957-001,652583-B21,spare
653959-001,652766-B21,spare
653960-001,652611-B21,spare
653961-001,653078-B21,spare
653962-001,653082-B21,spare
653963-001,653105-B21,spare
653964-001,653109-B21,spare
653965-001,653112-B21,spare
653966-001,653118-B21,spare
653967-001,653120-B21,spare
653968-001,653122-B21,spare
653969-001,653124-B21,spare
653970-001,653126-B21,spare
653971-001,652589-B21,spare
654408-B21,654408-B21,option
654410-B21,654410-B21,option
654412-B21,654412-B21,option
654414-B21,654414-B21,option
654416-B21,654416-B21,option
654418-B21,654418-B21,option
654420-B21,654420-B21,option
654422-B21,654422-B21,option
654424-B21,654424-B21,option
654430-B21,654430-B21,option
654432-B21,654432-B21,option
654434-B21,654434-B21,option
654712-B21,654712-B21,option
654714-B21,654714-B21,option
654716-B21,654716-B21,option
654718-B21,654718-B21,option
654720-B21,654720-B21,option
654722-B21,654722-B21,option
654724-B21,654724-B21,option
654726-B21,654726-B21,option
654728-B21,654728-B21,option
654764-B21,654764-B21,option
654766-B21,654766-B21,option
654768-B21,654768-B21,option
654770-B21,654770-B21,option
654772-B21,654772-B21,option
654774-B21,654774-B21,option
654776-B21,654776-B21,option
654778-B21,654778-B21,option
654780-B21,654780-B21,option
654782-B21,654782-B21,option
654784-B21,654784-B21,option
654786-B21,654786-B21,option
654789-B21,654789-B21,option
654791-B21,654791-B21,option
654840-001,655933-B21,spare
655615-B21,655615-B21,option
655618-B21,655618-B21,option
655624-B21,655624-B21,option
655636-B21,655636-B21,option
655639-B21,655639-B21,option
655708-B21,655708-B21,option
655710-B21,655710-B21,option
655874-B21,655874-B21,option
655902-001,655874-B21,spare
655915-B21,655915-B21,option
655933-B21,655933-B21,option
655935-B21,655935-B21,option
656087-001,644160-B21,spare
656088-001,644161-B21,spare
656089-001,649281-B21,spare
656090-001,649282-B21,spare
656091-001,649283-B21,spare
656102-001,QK703A,spare
656107-001,655708-B21,spare
656108-001,655710-B21,spare
656241-001,652497-B21,spare
656242-001,652500-B21,spare
656243-001,655639-B21,spare
656244-001,652503-B21,spare
656362-B21,656362-B21,option
656363-B21,656363-B21,option
656364-B21,656364-B21,option
656452-001,651281-B21,spare
656590-B21,656590-B21,option
656594-001,656596-B21,assembly
656596-B21,656596-B21,option
657128-001,656596-B21,spare
657131-001,631884-B21,spare
657132-001,656590-B21,spare
657739-001,657750-B21,spare
657749-001,657750-B21,assembly
657750-B21,657750-B21,option
658071-B21,658071-B21,option
658079-B21,658079-B21,option
658084-001,658071-B21,assembly
658084-002,657750-B21,assembly
658084-003,658079-B21,assembly
658102-001,658079-B21,spare
658103-001,658071-B21,spare
658478-B21,658478-B21,option
658580-001,658478-B21,spare
659337-B21,659337-B21,option
659339-B21,659339-B21,option
659341-B21,659341-B21,option
659349-B21,659349-B21,option
659484-B21,659484-B21,option
659485-B21,659485-B21,option
659486-B21,659486-B21,option
659488-B21,659488-B21,option
659569-001,659337-B21,spare
659570-001,659339-B21,spare
659571-001,659341-B21,spare
659572-001,659349-B21,spare
659818-B21,659818-B21,option
660079-B21,660079-B21,option
660080-B21,660080-B21,option
660081-B21,660081-B21,option
660086-001,650926-B21,spare
660087-001,650931-B21,spare
660088-001,650933-B21,spare
660091-001,668943-B21,spare
660183-001,656363-B21,spare
660184-001,656362-B21,spare
660185-001,656364-B21,spare
660582-B21,660582-B21,option
660584-B21,660584-B21,option
660595-B21,660595-B21,option
660596-B21,660596-B21,option
660597-B21,660597-B21,option
660598-B21,660598-B21,option
660599-B21,660599-B21,option
660600-B21,660600-B21,option
660601-B21,660601-B21,option
660602-B21,660602-B21,option
660603-B21,660603-B21,option
660604-B21,660604-B21,option
660605-B21,660605-B21,option
660606-B21,660606-B21,option
660607-B21,660607-B21,option
660608-B21,660608-B21,option
660650-B21,660650-B21,option
660652-B21,660652-B21,option
660656-B21,660656-B21,option
660658-B21,660658-B21,option
660660-B21,660660-B21,option
660664-B21,660664-B21,option
660666-B21,660666-B21,option
660668-B21,660668-B21,option
660670-B21,660670-B21,option
660676-001,QK757A,spare
660677-001,QK758A,spare
660678-001,QK764A,spare
661069-B21,661069-B21,option
661118-B21,661118-B21,option
661120-B21,661120-B21,option
661124-B21,661124-B21,option
661126-B21,661126-B21,option
661128-B21,661128-B21,option
661132-B21,661132-B21,option
661134-B21,661134-B21,option
661136-B21,661136-B21,option
661138-B21,661138-B21,option
661389-B21,661389-B21,option
661404-B21,661404-B21,option
661530-B21,661530-B21,option
661618-B21,661618-B21,option
661628-B21,661628-B21,option
661714-B21,661714-B21,option
661717-B21,661717-B21,option
662063-B21,662063-B21,option
662064-B21,662064-B21,option
662065-B21,662065-B21,option
662066-B21,662066-B21,option
662067-B21,662067-B21,option
662068-B21,662068-B21,option
662069-B21,662069-B21,option
662070-B21,662070-B21,option
662072-B21,662072-B21,option
662076-B21,662076-B21,option
662077-B21,662077-B21,option
662078-B21,662078-B21,option
662079-B21,662079-B21,option
662214-B21,662214-B21,option
662216-B21,662216-B21,option
662224-B21,662224-B21,option
662226-B21,662226-B21,option
662228-B21,662228-B21,option
662240-B21,662240-B21,option
662242-B21,662242-B21,option
662244-B21,662244-B21,option
662246-B21,662246-B21,option
662248-B21,662248-B21,option
662250-B21,662250-B21,option
662252-B21,662252-B21,option
662254-B21,662254-B21,option
662256-B21,662256-B21,option
662319-B21,662319-B21,option
662320-B21,662320-B21,option
662321-B21,662321-B21,option
662322-B21,662322-B21,option
662323-B21,662323-B21,option
662324-B21,662324-B21,option
662325-B21,662325-B21,option
662326-B21,662326-B21,option
662327-B21,662327-B21,option
662330-B21,662330-B21,option
662331-B21,662331-B21,option
662332-B21,662332-B21,option
662334-B21,662334-B21,option
662335-B21,662335-B21,option
662336-B21,662336-B21,option
662337-B21,662337-B21,option
662338-B21,662338-B21,option
662339-B21,662339-B21,option
662340-B21,662340-B21,option
662341-B21,662341-B21,option
662342-B21,662342-B21,option
662345-B21,662345-B21,option
662346-B21,662346-B21,option
662347-B21,662347-B21,option
662520-001,667855-B21,spare
662538-001,659818-B21,spare
662883-B21,662883-B21,option
662897-B21,662897-B21,option
662899-B21,662899-B21,option
662901-B21,662901-B21,option
662921-B21,662921-B21,option
662922-B21,662922-B21,option
662923-B21,662923-B21,option
662924-B21,662924-B21,option
662925-B21,662925-B21,option
662926-B21,662926-B21,option
662927-B21,662927-B21,option
662928-B21,662928-B21,option
662929-B21,662929-B21,option
662930-B21,662930-B21,option
662931-B21,662931-B21,option
662932-B21,662932-B21,option
662933-B21,662933-B21,option
662963-B21,662963-B21,option
662965-B21,662965-B21,option
663201-B21,663201-B21,option
663202-B21,663202-B21,option
663203-B21,663203-B21,option
663278-B21,663278-B21,option
663280-B21,663280-B21,option
663282-B21,663282-B21,option
663478-B21,663478-B21,option
663480-B21,663480-B21,option
664009-B21,664009-B21,option
664011-B21,664011-B21,option
664046-B21,664046-B21,option
664688-001,647893-B21,spare
664689-001,647895-B21,spare
664690-001,647897-B21,spare
664691-001,647899-B21,spare
664692-001,647901-B21,spare
664693-001,647903-B21,spare
664694-001,647905-B21,spare
664695-001,647907-B21,spare
664696-001,647909-B21,spare
665240-B21,665240-B21,option
665243-B21,665243-B21,option
665246-B21,665246-B21,option
665249-B21,665249-B21,option
665749-001,QR478A,spare
665750-001,QR477A,spare
665862-B21,665862-B21,option
665864-B21,665864-B21,option
665866-B21,665866-B21,option
665868-B21,665868-B21,option
665870-B21,665870-B21,option
665879-B21,665879-B21,option
666029-B21,666029-B21,option
